,title,location,price,region,property,building,land_area,util_area,payment
0,Prodej komerčního objektu (jiného typu) 229 m²,"Mladkov, okres Ústí nad Orlicí",5 490 000,pardubicky-kraj,jiného typu,smíšená,2764 m,229 m,total
1,Prodej komerčního objektu (jiného typu) 229 m²,"Mladkov, okres Ústí nad Orlicí",5 490 000,pardubicky-kraj,jiného typu,smíšená,2764 m,,total
2,Prodej komerčního objektu (jiného typu) 229 m²,"Mladkov, okres Ústí nad Orlicí",5 490 000,pardubicky-kraj,jiného typu,smíšená,,229 m,total
3,Prodej komerčního objektu (jiného typu) 229 m²,"Mladkov, okres Ústí nad Orlicí",5 490 000,pardubicky-kraj,jiného typu,smíšená,,,total
4,Prodej domu 198 m² s pozemkem 1 289 m²,"Anenská Studánka, okres Ústí nad Orlicí",,pardubicky-kraj,samostatný,cihlová,1289 m,198 m,unknown
5,Prodej domu 198 m² s pozemkem 1 289 m²,"Anenská Studánka, okres Ústí nad Orlicí",,pardubicky-kraj,samostatný,cihlová,1289 m,,unknown
6,Prodej domu 198 m² s pozemkem 1 289 m²,"Anenská Studánka, okres Ústí nad Orlicí",,pardubicky-kraj,samostatný,cihlová,,198 m,unknown
7,Prodej domu 198 m² s pozemkem 1 289 m²,"Anenská Studánka, okres Ústí nad Orlicí",,pardubicky-kraj,samostatný,cihlová,,,unknown
8,Pronájem obchodních prostor 73 m²,"Masarykovo náměstí, Přelouč, okres Pardubice",12 500,pardubicky-kraj,osobní,cihlová,,73 m,monthly
9,Pronájem obchodních prostor 73 m²,"Masarykovo náměstí, Přelouč, okres Pardubice",12 500,pardubicky-kraj,osobní,cihlová,,,monthly
10,Prodej domu 118 m² s pozemkem 285 m²,"K Zahrádkám, Srch, okres Pardubice",8 790 000,pardubicky-kraj,řadový,cihlová,285 m,118 m,total
11,Prodej domu 118 m² s pozemkem 285 m²,"K Zahrádkám, Srch, okres Pardubice",8 790 000,pardubicky-kraj,řadový,cihlová,285 m,,total
12,Prodej domu 118 m² s pozemkem 285 m²,"K Zahrádkám, Srch, okres Pardubice",8 790 000,pardubicky-kraj,řadový,cihlová,,118 m,total
13,Prodej domu 118 m² s pozemkem 285 m²,"K Zahrádkám, Srch, okres Pardubice",8 790 000,pardubicky-kraj,řadový,cihlová,,,total
14,Prodej stavebního pozemku 989 m²,"Vysoké Mýto - Svařeň, okres Ústí nad Orlicí",2 250 000,pardubicky-kraj,veřejný,osobní,,,total
15,Prodej domu 3 154 m² s pozemkem 2 554 m²,"Vápenný Podol, okres Chrudim",,pardubicky-kraj,osobní,cihlová,2554 m,3154 m,unknown
16,Prodej zahrady 588 m²,"Sosnová, okres Česká Lípa",600 000,liberecky-kraj,,588 m,,,total
17,Prodej domu 3 154 m² s pozemkem 2 554 m²,"Vápenný Podol, okres Chrudim",,pardubicky-kraj,osobní,cihlová,2554 m,,unknown
18,Prodej domu 3 154 m² s pozemkem 2 554 m²,"Vápenný Podol, okres Chrudim",,pardubicky-kraj,osobní,cihlová,,3154 m,unknown
19,Prodej domu 3 154 m² s pozemkem 2 554 m²,"Vápenný Podol, okres Chrudim",,pardubicky-kraj,osobní,cihlová,,,unknown
20,Pronájem bytu 3+1 73 m²,"Třebenická, Praha 8 - Kobylisy",15 000,praha,družstevní,panelová,,73 m,monthly
21,Pronájem bytu 3+1 73 m²,"Třebenická, Praha 8 - Kobylisy",15 000,praha,družstevní,panelová,,,monthly
22,Prodej stavebního pozemku 1 029 m²,"Šípková, Chomutov",2 490 180,ustecky-kraj,,1029 m,,,total
23,Prodej bytu 3+kk 80 m²,"Slovenská, Chrudim - Chrudim II",4 450 000,pardubicky-kraj,dobrý stav,panelová,,80 m,total
24,Prodej bytu 3+kk 80 m²,"Slovenská, Chrudim - Chrudim II",4 450 000,pardubicky-kraj,dobrý stav,panelová,,,total
25,Prodej domu 120 m² s pozemkem 310 m²,"Václava Otty, Chleby, okres Nymburk",3 500 000,stredocesky-kraj,osobní,cihlová,310 m,120 m,total
26,Prodej domu 120 m² s pozemkem 310 m²,"Václava Otty, Chleby, okres Nymburk",3 500 000,stredocesky-kraj,osobní,cihlová,310 m,,total
27,Prodej domu 120 m² s pozemkem 310 m²,"Václava Otty, Chleby, okres Nymburk",3 500 000,stredocesky-kraj,osobní,cihlová,,120 m,total
28,Prodej domu 120 m² s pozemkem 310 m²,"Václava Otty, Chleby, okres Nymburk",3 500 000,stredocesky-kraj,osobní,cihlová,,,total
29,Pronájem bytu 1+1 42 m²,"Na Panský, Dolní Břežany, okres Praha-západ",10 500,stredocesky-kraj,osobní,cihlová,,42 m,monthly
30,Pronájem bytu 1+1 42 m²,"Na Panský, Dolní Břežany, okres Praha-západ",10 500,stredocesky-kraj,osobní,cihlová,,,monthly
31,Prodej stavebního pozemku 1 001 m²,"Žižice, okres Kladno",3 903 900,stredocesky-kraj,,1001 m,,,total
32,Prodej chaty/chalupy 46 m² s pozemkem 430 m²,"Rudeč, Kostelec nad Labem, okres Mělník",2 650 000,stredocesky-kraj,samostatný,cihlová,430 m,46 m,total
33,Prodej chaty/chalupy 46 m² s pozemkem 430 m²,"Rudeč, Kostelec nad Labem, okres Mělník",2 650 000,stredocesky-kraj,samostatný,cihlová,430 m,,total
34,Prodej chaty/chalupy 46 m² s pozemkem 430 m²,"Rudeč, Kostelec nad Labem, okres Mělník",2 650 000,stredocesky-kraj,samostatný,cihlová,,46 m,total
35,Prodej chaty/chalupy 46 m² s pozemkem 430 m²,"Rudeč, Kostelec nad Labem, okres Mělník",2 650 000,stredocesky-kraj,samostatný,cihlová,,,total
36,Prodej bytu 2+kk 62 m²,"U Radnice, Odolena Voda, okres Praha-východ",4 990 000,stredocesky-kraj,družstevní,cihlová,,62 m,total
37,Prodej bytu 2+kk 62 m²,"U Radnice, Odolena Voda, okres Praha-východ",4 990 000,stredocesky-kraj,družstevní,cihlová,,,total
38,Prodej komerčního objektu (jiného typu) 372 m²,"Horní Vltavice, okres Prachatice",3 490 000,jihocesky-kraj,jiného typu,montovaná,1777 m,372 m,total
39,Prodej komerčního objektu (jiného typu) 372 m²,"Horní Vltavice, okres Prachatice",3 490 000,jihocesky-kraj,jiného typu,montovaná,1777 m,,total
40,Prodej komerčního objektu (jiného typu) 372 m²,"Horní Vltavice, okres Prachatice",3 490 000,jihocesky-kraj,jiného typu,montovaná,,372 m,total
41,Prodej komerčního objektu (jiného typu) 372 m²,"Horní Vltavice, okres Prachatice",3 490 000,jihocesky-kraj,jiného typu,montovaná,,,total
42,Pronájem bytu 3+kk 65 m²,"Pražská, Benátky nad Jizerou - Benátky nad Jizerou II, okres Mladá Boleslav",12 850,stredocesky-kraj,osobní,cihlová,,65 m,monthly
43,Prodej louky 39 669 m²,"Putim, okres Písek",399 215 328 540,jihocesky-kraj,39669 m,osobní,,,total
44,Prodej bytu 3+kk 87 m²,"U Sv. Markéty, Strakonice - Strakonice I",5 155 665,jihocesky-kraj,novostavba,cihlová,,87 m,total
45,Pronájem bytu 3+kk 65 m²,"Pražská, Benátky nad Jizerou - Benátky nad Jizerou II, okres Mladá Boleslav",12 850,stredocesky-kraj,osobní,cihlová,,,monthly
46,Prodej stavebního pozemku 3 884 m²,"Pětikozly, okres Mladá Boleslav",5 500 000,stredocesky-kraj,3884 m,osobní,,,total
47,Prodej bytu 3+kk 87 m²,"U Sv. Markéty, Strakonice - Strakonice I",5 155 665,jihocesky-kraj,novostavba,cihlová,,,total
48,Prodej bytu 2+kk 47 m²,"V Kaštánkách, Pečky, okres Kolín",3 790 000,stredocesky-kraj,osobní,panelová,,47 m,total
49,Prodej domu 75 m² s pozemkem 588 m²,Strakonice - Strakonice I,3 590 000,jihocesky-kraj,samostatný,udržovaný,588 m,75 m,total
50,Prodej zahrady 460 m²,"Svatava, okres Sokolov",850 000,karlovarsky-kraj,460 m,osobní,,,total
51,Prodej stavebního pozemku 1 000 m²,"Lužany, okres Jičín",1 315 000,kralovehradecky-kraj,1000 m,osobní,,,total
52,Prodej bytu 2+kk 47 m²,"V Kaštánkách, Pečky, okres Kolín",3 790 000,stredocesky-kraj,osobní,panelová,,,total
53,Prodej stavebního pozemku 751 m²,"Chotoviny - Jeníčkova Lhota, okres Tábor",2 200 000,jihocesky-kraj,751 m,osobní,,,total
54,Prodej domu 75 m² s pozemkem 588 m²,Strakonice - Strakonice I,3 590 000,jihocesky-kraj,samostatný,udržovaný,588 m,,total
55,Prodej domu 75 m² s pozemkem 588 m²,Strakonice - Strakonice I,3 590 000,jihocesky-kraj,samostatný,udržovaný,,75 m,total
56,Prodej domu 75 m² s pozemkem 588 m²,Strakonice - Strakonice I,3 590 000,jihocesky-kraj,samostatný,udržovaný,,,total
57,Pronájem komerčního pozemku 18 899 m²,"Petrov, okres Hodonín",,jihomoravsky-kraj,18899 m,osobní,,,unknown
58,Pronájem obchodních prostor 134 m²,"5. května, Humpolec, okres Pelhřimov",12 500,kraj-vysocina,osobní,cihlová,,134 m,monthly
59,Pronájem obchodních prostor 134 m²,"5. května, Humpolec, okres Pelhřimov",12 500,kraj-vysocina,osobní,cihlová,,,monthly
60,Pronájem bytu 2+kk 52 m²,"Příční, Střelice, okres Brno-venkov",13 500,jihomoravsky-kraj,osobní,cihlová,,52 m,monthly
61,Pronájem bytu 1+kk 52 m²,"Spolková, Brno - Zábrdovice",12 000,jihomoravsky-kraj,osobní,cihlová,,52 m,monthly
62,Pronájem bytu 3+kk 65 m²,"Chrlická, Brno - Tuřany",16 000,jihomoravsky-kraj,osobní,cihlová,,65 m,monthly
63,Pronájem bytu 2+kk 52 m²,"Příční, Střelice, okres Brno-venkov",13 500,jihomoravsky-kraj,osobní,cihlová,,,monthly
64,Pronájem bytu 1+kk 52 m²,"Spolková, Brno - Zábrdovice",12 000,jihomoravsky-kraj,osobní,cihlová,,,monthly
65,Pronájem bytu 3+kk 65 m²,"Chrlická, Brno - Tuřany",16 000,jihomoravsky-kraj,osobní,cihlová,,,monthly
66,Prodej zahrady 338 m²,"Za vodú, Hrušky, okres Břeclav",460 000,jihomoravsky-kraj,,osobní,,,total
67,Prodej zahrady 3 595 m²,Brno - Kníničky,1 290 000,jihomoravsky-kraj,,3595 m,,,total
68,Pronájem bytu 1+kk 30 m²,"Vltavská, Brno - Starý Lískovec",10 500,jihomoravsky-kraj,osobní,panelová,,30 m,monthly
69,Pronájem bytu 1+kk 30 m²,"Vltavská, Brno - Starý Lískovec",10 500,jihomoravsky-kraj,osobní,panelová,,,monthly
70,Pronájem bytu 1+kk 32 m²,"Kosíkova, Brno - Líšeň",9 900,jihomoravsky-kraj,osobní,panelová,,32 m,monthly
71,Pronájem bytu 1+kk 32 m²,"Kosíkova, Brno - Líšeň",9 900,jihomoravsky-kraj,osobní,panelová,,,monthly
72,Pronájem bytu 3+kk 57 m²,"Poděbradova, Brno - Ponava",17 500,jihomoravsky-kraj,osobní,cihlová,,57 m,monthly
73,Pronájem bytu 3+kk 57 m²,"Poděbradova, Brno - Ponava",17 500,jihomoravsky-kraj,osobní,cihlová,,,monthly
74,Prodej bytu 3+1 90 m²,"Veveří, Brno - Veveří",8 000 000,jihomoravsky-kraj,družstevní,cihlová,,90 m,total
75,Prodej bytu 3+1 90 m²,"Veveří, Brno - Veveří",8 000 000,jihomoravsky-kraj,družstevní,cihlová,,,total
76,Prodej bytu 1+kk 44 m²,"U Leskavy, Brno - Starý Lískovec",5 303 000,jihomoravsky-kraj,dobrý stav,cihlová,,44 m,total
77,Pronájem skladovacích prostor 2 956 m²,"Trnkova, Brno - Líšeň",,jihomoravsky-kraj,skladovací prostory,smíšená,,2956 m,unknown
78,Prodej bytu 1+kk 44 m²,"U Leskavy, Brno - Starý Lískovec",5 303 000,jihomoravsky-kraj,dobrý stav,cihlová,,,total
79,Pronájem skladovacích prostor 2 956 m²,"Trnkova, Brno - Líšeň",,jihomoravsky-kraj,skladovací prostory,smíšená,,,unknown
80,Prodej bytu 2+kk 151 m²,"Brněnská Pole, Šlapanice, okres Brno-venkov",5 890 000,jihomoravsky-kraj,osobní,cihlová,,151 m,total
81,Prodej bytu 2+kk 151 m²,"Brněnská Pole, Šlapanice, okres Brno-venkov",5 890 000,jihomoravsky-kraj,osobní,cihlová,,,total
82,Pronájem bytu 2+1 67 m²,"Botanická, Brno - Ponava",12 990,jihomoravsky-kraj,osobní,cihlová,,67 m,monthly
83,Pronájem bytu 2+1 67 m²,"Botanická, Brno - Ponava",12 990,jihomoravsky-kraj,osobní,cihlová,,,monthly
84,Pronájem kanceláře 23 m²,"Holandská, Brno - Štýřice",27 380,jihomoravsky-kraj,jiný,skeletová,,23 m,monthly
85,Prodej domu 147 m² s pozemkem 172 m²,"Myslbekova, Brno - Židenice",13 250 000,jihomoravsky-kraj,řadový,cihlová,172 m,147 m,total
86,Pronájem kanceláře 23 m²,"Holandská, Brno - Štýřice",27 380,jihomoravsky-kraj,jiný,skeletová,,,monthly
87,Prodej domu 147 m² s pozemkem 172 m²,"Myslbekova, Brno - Židenice",13 250 000,jihomoravsky-kraj,řadový,cihlová,172 m,,total
88,Prodej domu 147 m² s pozemkem 172 m²,"Myslbekova, Brno - Židenice",13 250 000,jihomoravsky-kraj,řadový,cihlová,,147 m,total
89,Prodej domu 147 m² s pozemkem 172 m²,"Myslbekova, Brno - Židenice",13 250 000,jihomoravsky-kraj,řadový,cihlová,,,total
90,Prodej domu 130 m² s pozemkem 135 m²,"Horní Valy, Ivanovice na Hané, okres Vyškov",2 600 000,jihomoravsky-kraj,osobní,cihlová,135 m,130 m,total
91,Prodej domu 130 m² s pozemkem 135 m²,"Horní Valy, Ivanovice na Hané, okres Vyškov",2 600 000,jihomoravsky-kraj,osobní,cihlová,135 m,,total
92,Prodej domu 130 m² s pozemkem 135 m²,"Horní Valy, Ivanovice na Hané, okres Vyškov",2 600 000,jihomoravsky-kraj,osobní,cihlová,,130 m,total
93,Prodej domu 130 m² s pozemkem 135 m²,"Horní Valy, Ivanovice na Hané, okres Vyškov",2 600 000,jihomoravsky-kraj,osobní,cihlová,,,total
94,Prodej domu 144 m² s pozemkem 237 m²,"Miroslavské Knínice, okres Znojmo",3 900 000,jihomoravsky-kraj,rohový,smíšená,237 m,144 m,total
95,Prodej domu 144 m² s pozemkem 237 m²,"Miroslavské Knínice, okres Znojmo",3 900 000,jihomoravsky-kraj,rohový,smíšená,237 m,,total
96,Prodej domu 144 m² s pozemkem 237 m²,"Miroslavské Knínice, okres Znojmo",3 900 000,jihomoravsky-kraj,rohový,smíšená,,144 m,total
97,Prodej domu 144 m² s pozemkem 237 m²,"Miroslavské Knínice, okres Znojmo",3 900 000,jihomoravsky-kraj,rohový,smíšená,,,total
98,Prodej bytu 2+kk 40 m²,"Na Větřáku, Jedovnice, okres Blansko",4 150 000,jihomoravsky-kraj,osobní,cihlová,,40 m,total
99,Prodej bytu 2+kk 40 m²,"Na Větřáku, Jedovnice, okres Blansko",4 150 000,jihomoravsky-kraj,osobní,cihlová,,,total
100,Prodej chaty/chalupy 228 m²,"Stárkov - Bystré, okres Náchod",6 900 000,kralovehradecky-kraj,osobní,cihlová,,228 m,total
101,Prodej stavebního pozemku 6 383 m²,"Hronov, okres Náchod",3 990 000,kralovehradecky-kraj,,osobní,,,total
102,Prodej chaty/chalupy 228 m²,"Stárkov - Bystré, okres Náchod",6 900 000,kralovehradecky-kraj,osobní,cihlová,,,total
103,Prodej bytu 3+1 71 m²,"Filipova, Brno - Bystrc",7 759 000,jihomoravsky-kraj,71 m,panelová,,,total
104,Pronájem kanceláře 198 m²,"Žižkova, Hořice, okres Jičín",32 000,kralovehradecky-kraj,kanceláře,cihlová,,198 m,monthly
105,Pronájem kanceláře 198 m²,"Žižkova, Hořice, okres Jičín",32 000,kralovehradecky-kraj,kanceláře,cihlová,,,monthly
106,Prodej domu 117 m² s pozemkem 1 292 m²,"Vápenická, Vrchlabí, okres Trutnov",11 174 000,kralovehradecky-kraj,jiný,cihlová,1292 m,117 m,total
107,Prodej domu 230 m² s pozemkem 645 m²,"Rudník, okres Trutnov",4 990 000,kralovehradecky-kraj,osobní,cihlová,645 m,230 m,total
108,Prodej domu 117 m² s pozemkem 1 292 m²,"Vápenická, Vrchlabí, okres Trutnov",11 174 000,kralovehradecky-kraj,jiný,cihlová,1292 m,,total
109,Prodej domu 117 m² s pozemkem 1 292 m²,"Vápenická, Vrchlabí, okres Trutnov",11 174 000,kralovehradecky-kraj,jiný,cihlová,,117 m,total
110,Prodej domu 117 m² s pozemkem 1 292 m²,"Vápenická, Vrchlabí, okres Trutnov",11 174 000,kralovehradecky-kraj,jiný,cihlová,,,total
111,Prodej domu 230 m² s pozemkem 645 m²,"Rudník, okres Trutnov",4 990 000,kralovehradecky-kraj,osobní,cihlová,645 m,,total
112,Prodej domu 230 m² s pozemkem 645 m²,"Rudník, okres Trutnov",4 990 000,kralovehradecky-kraj,osobní,cihlová,,230 m,total
113,Prodej domu 230 m² s pozemkem 645 m²,"Rudník, okres Trutnov",4 990 000,kralovehradecky-kraj,osobní,cihlová,,,total
114,Prodej zemědělského objektu 150 m²,"Jičíněves - Žitětín, okres Jičín",4 650 000,kralovehradecky-kraj,osobní,smíšená,,150 m,total
115,Prodej zemědělského objektu 150 m²,"Jičíněves - Žitětín, okres Jičín",4 650 000,kralovehradecky-kraj,osobní,smíšená,,,total
116,Prodej restaurace 568 m²,"Studnice, okres Náchod",5 900 000,kralovehradecky-kraj,osobní,smíšená,,568 m,total
117,Pronájem skladovacích prostor 288 m²,"Bratří Štefanů, Hradec Králové - Slezské Předměstí",,kralovehradecky-kraj,skladovací prostory,skeletová,288 m,288 m,unknown
118,Prodej restaurace 568 m²,"Studnice, okres Náchod",5 900 000,kralovehradecky-kraj,osobní,smíšená,,,total
119,Pronájem skladovacích prostor 288 m²,"Bratří Štefanů, Hradec Králové - Slezské Předměstí",,kralovehradecky-kraj,skladovací prostory,skeletová,288 m,,unknown
120,Pronájem skladovacích prostor 288 m²,"Bratří Štefanů, Hradec Králové - Slezské Předměstí",,kralovehradecky-kraj,skladovací prostory,skeletová,,288 m,unknown
121,Pronájem skladovacích prostor 288 m²,"Bratří Štefanů, Hradec Králové - Slezské Předměstí",,kralovehradecky-kraj,skladovací prostory,skeletová,,,unknown
122,Pronájem ubytovacího objektu 20 m²,"Koutníkova, Hradec Králové - Plotiště nad Labem",3 500,kralovehradecky-kraj,ubytovací objekty,dobrý stav,,20 m,monthly
123,Pronájem ubytovacího objektu 20 m²,"Koutníkova, Hradec Králové - Plotiště nad Labem",3 500,kralovehradecky-kraj,ubytovací objekty,dobrý stav,,,monthly
124,Prodej komerčního objektu (jiného typu) 230 m²,"Rudník, okres Trutnov",4 990 000,kralovehradecky-kraj,osobní,cihlová,,230 m,total
125,Prodej komerčního objektu (jiného typu) 230 m²,"Rudník, okres Trutnov",4 990 000,kralovehradecky-kraj,osobní,cihlová,,,total
126,Prodej domu 191 m² s pozemkem 1 369 m²,"J. Masaryka, Malé Svatoňovice, okres Trutnov",9 455 000,kralovehradecky-kraj,jiný,cihlová,1369 m,191 m,total
127,Pronájem skladovacích prostor 7 047 m²,"Rychnovská, Solnice, okres Rychnov nad Kněžnou",,kralovehradecky-kraj,skladovací prostory,smíšená,,7047 m,unknown
128,Prodej domu 191 m² s pozemkem 1 369 m²,"J. Masaryka, Malé Svatoňovice, okres Trutnov",9 455 000,kralovehradecky-kraj,jiný,cihlová,1369 m,,total
129,Prodej domu 191 m² s pozemkem 1 369 m²,"J. Masaryka, Malé Svatoňovice, okres Trutnov",9 455 000,kralovehradecky-kraj,jiný,cihlová,,191 m,total
130,Prodej domu 191 m² s pozemkem 1 369 m²,"J. Masaryka, Malé Svatoňovice, okres Trutnov",9 455 000,kralovehradecky-kraj,jiný,cihlová,,,total
131,Pronájem skladovacích prostor 7 047 m²,"Rychnovská, Solnice, okres Rychnov nad Kněžnou",,kralovehradecky-kraj,skladovací prostory,smíšená,,,unknown
132,Pronájem ubytovacího objektu,"Třída Čsl. armády, Nový Bydžov, okres Hradec Králové",5 000,kralovehradecky-kraj,osobní,cihlová,,,monthly
133,Pronájem bytu 2+1 91 m²,"Třída Čsl. armády, Nový Bydžov, okres Hradec Králové",9 000,kralovehradecky-kraj,dobrý stav,cihlová,,91 m,monthly
134,Prodej pozemku 4 511 m²,"K Dolíkám, Hradec Králové - Svobodné Dvory",,kralovehradecky-kraj,,osobní,,,unknown
135,Pronájem bytu 2+1 91 m²,"Třída Čsl. armády, Nový Bydžov, okres Hradec Králové",9 000,kralovehradecky-kraj,dobrý stav,cihlová,,,monthly
136,Prodej chaty/chalupy 372 m² s pozemkem 8 542 m²,"Chotěvice, okres Trutnov",9 890 000,kralovehradecky-kraj,jiný,cihlová,8542 m,372 m,total
137,Prodej chaty/chalupy 372 m² s pozemkem 8 542 m²,"Chotěvice, okres Trutnov",9 890 000,kralovehradecky-kraj,jiný,cihlová,8542 m,,total
138,Prodej chaty/chalupy 372 m² s pozemkem 8 542 m²,"Chotěvice, okres Trutnov",9 890 000,kralovehradecky-kraj,jiný,cihlová,,372 m,total
139,Prodej chaty/chalupy 372 m² s pozemkem 8 542 m²,"Chotěvice, okres Trutnov",9 890 000,kralovehradecky-kraj,jiný,cihlová,,,total
140,Prodej pole 8 000 m²,"K Břízkám, Hradec Králové - Malšova Lhota",,kralovehradecky-kraj,8000 m,osobní,,,unknown
141,Prodej pole 5 167 m²,"K Dolíkám, Hradec Králové - Svobodné Dvory",,kralovehradecky-kraj,5167 m,osobní,,,unknown
142,Prodej bytu 1+1 40 m²,"Břevnická, Chotěboř, okres Havlíčkův Brod",2 190 000,kraj-vysocina,družstevní,panelová,,40 m,total
143,Prodej bytu 1+1 40 m²,"Břevnická, Chotěboř, okres Havlíčkův Brod",2 190 000,kraj-vysocina,družstevní,panelová,,,total
144,Pronájem obchodních prostor 351 m²,"Novoměstská, Žďár nad Sázavou - Žďár nad Sázavou 1",,kraj-vysocina,osobní,smíšená,,351 m,unknown
145,Pronájem obchodních prostor 351 m²,"Novoměstská, Žďár nad Sázavou - Žďár nad Sázavou 1",,kraj-vysocina,osobní,smíšená,,,unknown
146,Prodej domu 100 m² s pozemkem 1 312 m²,"Velká Chyška, okres Pelhřimov",990 000,kraj-vysocina,osobní,smíšená,1312 m,100 m,total
147,Prodej domu 100 m² s pozemkem 1 312 m²,"Velká Chyška, okres Pelhřimov",990 000,kraj-vysocina,osobní,smíšená,1312 m,,total
148,Prodej domu 100 m² s pozemkem 1 312 m²,"Velká Chyška, okres Pelhřimov",990 000,kraj-vysocina,osobní,smíšená,,100 m,total
149,Prodej domu 100 m² s pozemkem 1 312 m²,"Velká Chyška, okres Pelhřimov",990 000,kraj-vysocina,osobní,smíšená,,,total
150,Prodej domu 194 m² s pozemkem 738 m²,"Michalovice, okres Havlíčkův Brod",6 990 000,kraj-vysocina,osobní,cihlová,738 m,194 m,total
151,Prodej domu 158 m² s pozemkem 281 m²,"Boženy Němcové, Borohrádek, okres Rychnov nad Kněžnou",3 590 000,kralovehradecky-kraj,řadový,cihlová,281 m,158 m,total
152,Prodej domu 194 m² s pozemkem 738 m²,"Michalovice, okres Havlíčkův Brod",6 990 000,kraj-vysocina,osobní,cihlová,738 m,,total
153,Prodej domu 194 m² s pozemkem 738 m²,"Michalovice, okres Havlíčkův Brod",6 990 000,kraj-vysocina,osobní,cihlová,,194 m,total
154,Prodej domu 194 m² s pozemkem 738 m²,"Michalovice, okres Havlíčkův Brod",6 990 000,kraj-vysocina,osobní,cihlová,,,total
155,Prodej domu 158 m² s pozemkem 281 m²,"Boženy Němcové, Borohrádek, okres Rychnov nad Kněžnou",3 590 000,kralovehradecky-kraj,řadový,cihlová,281 m,,total
156,Prodej domu 158 m² s pozemkem 281 m²,"Boženy Němcové, Borohrádek, okres Rychnov nad Kněžnou",3 590 000,kralovehradecky-kraj,řadový,cihlová,,158 m,total
157,Prodej domu 158 m² s pozemkem 281 m²,"Boženy Němcové, Borohrádek, okres Rychnov nad Kněžnou",3 590 000,kralovehradecky-kraj,řadový,cihlová,,,total
158,Pronájem kanceláře 1 040 m²,"U Dlouhé stěny, Jihlava",75 000,kraj-vysocina,osobní,cihlová,,1040 m,monthly
159,Pronájem kanceláře 1 040 m²,"U Dlouhé stěny, Jihlava",75 000,kraj-vysocina,osobní,cihlová,,,monthly
160,Pronájem kanceláře 760 m²,"U Dlouhé stěny, Jihlava",68 000,kraj-vysocina,osobní,cihlová,,760 m,monthly
161,Pronájem kanceláře 760 m²,"U Dlouhé stěny, Jihlava",68 000,kraj-vysocina,osobní,cihlová,,,monthly
162,Pronájem bytu 2+1 55 m²,"Mikuláškova, Třebíč - Nové Dvory",10 000,kraj-vysocina,osobní,panelová,,55 m,monthly
163,Pronájem bytu 2+1 55 m²,"Mikuláškova, Třebíč - Nové Dvory",10 000,kraj-vysocina,osobní,panelová,,,monthly
164,Prodej domu 173 m² s pozemkem 610 m²,"Střítež, okres Jihlava",,kraj-vysocina,v bloku,smíšená,610 m,173 m,unknown
165,Prodej domu 173 m² s pozemkem 610 m²,"Střítež, okres Jihlava",,kraj-vysocina,v bloku,smíšená,610 m,,unknown
166,Prodej domu 173 m² s pozemkem 610 m²,"Střítež, okres Jihlava",,kraj-vysocina,v bloku,smíšená,,173 m,unknown
