,title,location,price,region,property,building,land_area,util_area,payment
506,Prodej domu 255 m² s pozemkem 2 094 m²,"Politických vězňů, Mirošov, okres Rokycany",6 050 000,plzensky-kraj,řadový,cihlová,2094 m,,total
507,Prodej domu 255 m² s pozemkem 2 094 m²,"Politických vězňů, Mirošov, okres Rokycany",6 050 000,plzensky-kraj,řadový,cihlová,,255 m,total
508,Prodej domu 255 m² s pozemkem 2 094 m²,"Politických vězňů, Mirošov, okres Rokycany",6 050 000,plzensky-kraj,řadový,cihlová,,,total
509,Prodej louky 3 003 m²,"Tymákov, okres Plzeň-město",1 570 000,plzensky-kraj,,3003 m,,,total
510,Prodej chaty/chalupy s pozemkem 256 m²,"Újezd nade Mží, okres Plzeň-sever",790 000,plzensky-kraj,samota,dřevěná,256 m,,total
511,Prodej chaty/chalupy s pozemkem 256 m²,"Újezd nade Mží, okres Plzeň-sever",790 000,plzensky-kraj,samota,dřevěná,,,total
512,Pronájem skladovacích prostor 3 900 m²,"Kyšice, okres Plzeň-město",,plzensky-kraj,skladovací prostory,smíšená,,3900 m,unknown
513,Pronájem skladovacích prostor 3 900 m²,"Kyšice, okres Plzeň-město",,plzensky-kraj,skladovací prostory,smíšená,,,unknown
514,Prodej bytu 2+kk 47 m²,"Žežická, Ústí nad Labem - Krásné Březno",1 280 000,ustecky-kraj,dobrý stav,panelová,,47 m,total
515,Prodej domu 118 m² s pozemkem 3 719 m²,"Dnešice, okres Plzeň-Jih",6 790 000,plzensky-kraj,osobní,cihlová,3719 m,118 m,total
516,Prodej bytu 2+kk 47 m²,"Žežická, Ústí nad Labem - Krásné Březno",1 280 000,ustecky-kraj,dobrý stav,panelová,,,total
517,Prodej domu 118 m² s pozemkem 3 719 m²,"Dnešice, okres Plzeň-Jih",6 790 000,plzensky-kraj,osobní,cihlová,3719 m,,total
518,Prodej domu 118 m² s pozemkem 3 719 m²,"Dnešice, okres Plzeň-Jih",6 790 000,plzensky-kraj,osobní,cihlová,,118 m,total
519,Prodej domu 118 m² s pozemkem 3 719 m²,"Dnešice, okres Plzeň-Jih",6 790 000,plzensky-kraj,osobní,cihlová,,,total
520,Prodej bytu 3+1 68 m²,"Vroutek - Mlýnce, okres Louny",1 790 000,ustecky-kraj,osobní,smíšená,,68 m,total
521,Pronájem kanceláře 30 m²,"Kopeckého sady, Plzeň - Vnitřní Město",14 900,plzensky-kraj,kanceláře,cihlová,,30 m,monthly
522,Prodej bytu 3+1 68 m²,"Vroutek - Mlýnce, okres Louny",1 790 000,ustecky-kraj,osobní,smíšená,,,total
523,Pronájem kanceláře 30 m²,"Kopeckého sady, Plzeň - Vnitřní Město",14 900,plzensky-kraj,kanceláře,cihlová,,,monthly
524,Prodej komerčního pozemku 32 759 m²,"Očihov, okres Louny",,ustecky-kraj,,32759 m,,,unknown
525,Prodej komerčního pozemku 2 268 m²,"Okružní, Most",3 538 000,ustecky-kraj,,2268 m,,,total
526,Prodej pole 14 779 m²,"Obrnice, okres Most",810 000,ustecky-kraj,,14779 m,,,total
527,Prodej domu 400 m² s pozemkem 1 323 m²,"Štětí - Chcebuz, okres Litoměřice",1 600 000,ustecky-kraj,osobní,smíšená,1323 m,400 m,total
528,Prodej domu 400 m² s pozemkem 1 323 m²,"Štětí - Chcebuz, okres Litoměřice",1 600 000,ustecky-kraj,osobní,smíšená,1323 m,,total
529,Prodej domu 400 m² s pozemkem 1 323 m²,"Štětí - Chcebuz, okres Litoměřice",1 600 000,ustecky-kraj,osobní,smíšená,,400 m,total
530,Prodej domu 400 m² s pozemkem 1 323 m²,"Štětí - Chcebuz, okres Litoměřice",1 600 000,ustecky-kraj,osobní,smíšená,,,total
531,Pronájem komerčního objektu (jiného typu) 130 m²,"Palachova, Ústí nad Labem - Klíše",,ustecky-kraj,osobní,cihlová,,130 m,unknown
532,Pronájem komerčního objektu (jiného typu) 130 m²,"Palachova, Ústí nad Labem - Klíše",,ustecky-kraj,osobní,cihlová,,,unknown
533,Prodej bytu 2+1 60 m²,"Matěje Kopeckého, Chomutov",1 899 000,ustecky-kraj,osobní,panelová,,60 m,total
534,Prodej domu 130 m² s pozemkem 366 m²,"Libočany, okres Louny",2 750 000,ustecky-kraj,v bloku,smíšená,366 m,130 m,total
535,Prodej bytu 2+1 60 m²,"Matěje Kopeckého, Chomutov",1 899 000,ustecky-kraj,osobní,panelová,,,total
536,Prodej domu 130 m² s pozemkem 366 m²,"Libočany, okres Louny",2 750 000,ustecky-kraj,v bloku,smíšená,366 m,,total
537,Prodej domu 130 m² s pozemkem 366 m²,"Libočany, okres Louny",2 750 000,ustecky-kraj,v bloku,smíšená,,130 m,total
538,Prodej domu 130 m² s pozemkem 366 m²,"Libočany, okres Louny",2 750 000,ustecky-kraj,v bloku,smíšená,,,total
539,Prodej zahrady 312 m²,"Žatec, okres Louny",990 000,ustecky-kraj,312 m,osobní,,,total
540,Prodej domu 56 m² s pozemkem 990 m²,"Blatno, okres Louny",2 900 000,ustecky-kraj,osobní,smíšená,990 m,56 m,total
541,Prodej domu 56 m² s pozemkem 990 m²,"Blatno, okres Louny",2 900 000,ustecky-kraj,osobní,smíšená,990 m,,total
542,Prodej domu 56 m² s pozemkem 990 m²,"Blatno, okres Louny",2 900 000,ustecky-kraj,osobní,smíšená,,56 m,total
543,Prodej domu 56 m² s pozemkem 990 m²,"Blatno, okres Louny",2 900 000,ustecky-kraj,osobní,smíšená,,,total
544,Prodej bytu 3+1 61 m²,"Borová, Chomutov",1 370 000,ustecky-kraj,družstevní,panelová,,61 m,total
545,Prodej bytu 3+1 61 m²,"Borová, Chomutov",1 370 000,ustecky-kraj,družstevní,panelová,,,total
546,Pronájem bytu 1+1 35 m²,"Jirkovská, Chomutov",6 500,ustecky-kraj,po rekonstrukci,panelová,,35 m,monthly
547,Prodej bytu 2+kk 47 m²,"Prosetická, Teplice - Prosetice",850 000,ustecky-kraj,družstevní,panelová,,47 m,total
548,Pronájem bytu 1+1 35 m²,"Jirkovská, Chomutov",6 500,ustecky-kraj,po rekonstrukci,panelová,,,monthly
549,Prodej bytu 2+kk 47 m²,"Prosetická, Teplice - Prosetice",850 000,ustecky-kraj,družstevní,panelová,,,total
550,Prodej chaty/chalupy 75 m²,"Vrbno nad Lesy, okres Louny",2 790 000,ustecky-kraj,osobní,smíšená,,75 m,total
551,Prodej chaty/chalupy 75 m²,"Vrbno nad Lesy, okres Louny",2 790 000,ustecky-kraj,osobní,smíšená,,,total
552,Pronájem skladovacích prostor 3 525 m²,"Mlýnská, Hostomice, okres Teplice",,ustecky-kraj,skladovací prostory,smíšená,,3525 m,unknown
553,Pronájem skladovacích prostor 3 525 m²,"Mlýnská, Hostomice, okres Teplice",,ustecky-kraj,skladovací prostory,smíšená,,,unknown
554,Pronájem bytu 2+1 38 m²,"Jaroslava Vrchlického, Žatec, okres Louny",9 200,ustecky-kraj,osobní,panelová,,38 m,monthly
555,Pronájem bytu 2+1 38 m²,"Jaroslava Vrchlického, Žatec, okres Louny",9 200,ustecky-kraj,osobní,panelová,,,monthly
556,Prodej domu 112 m² s pozemkem 2 225 m²,"Košťálov - Kundratice, okres Semily",4 500 000,liberecky-kraj,osobní,cihlová,2225 m,112 m,total
557,Prodej domu 112 m² s pozemkem 2 225 m²,"Košťálov - Kundratice, okres Semily",4 500 000,liberecky-kraj,osobní,cihlová,2225 m,,total
558,Prodej domu 112 m² s pozemkem 2 225 m²,"Košťálov - Kundratice, okres Semily",4 500 000,liberecky-kraj,osobní,cihlová,,112 m,total
559,Prodej domu 112 m² s pozemkem 2 225 m²,"Košťálov - Kundratice, okres Semily",4 500 000,liberecky-kraj,osobní,cihlová,,,total
560,Pronájem kanceláře 84 m²,"Husovo náměstí, Chabařovice, okres Ústí nad Labem",11 500,ustecky-kraj,s.r.o.,cihlová,,84 m,monthly
561,Prodej chaty/chalupy 70 m² s pozemkem 400 m²,"Český Jiřetín, okres Most",2 390 000,ustecky-kraj,osobní,smíšená,400 m,70 m,total
562,Pronájem kanceláře 84 m²,"Husovo náměstí, Chabařovice, okres Ústí nad Labem",11 500,ustecky-kraj,s.r.o.,cihlová,,,monthly
563,Prodej chaty/chalupy 70 m² s pozemkem 400 m²,"Český Jiřetín, okres Most",2 390 000,ustecky-kraj,osobní,smíšená,400 m,,total
564,Prodej chaty/chalupy 70 m² s pozemkem 400 m²,"Český Jiřetín, okres Most",2 390 000,ustecky-kraj,osobní,smíšená,,70 m,total
565,Prodej chaty/chalupy 70 m² s pozemkem 400 m²,"Český Jiřetín, okres Most",2 390 000,ustecky-kraj,osobní,smíšená,,,total
566,Pronájem bytu 2+1 75 m²,"Mariánská, Česká Lípa",10 000,liberecky-kraj,osobní,cihlová,,75 m,monthly
567,Pronájem bytu 2+1 75 m²,"Mariánská, Česká Lípa",10 000,liberecky-kraj,osobní,cihlová,,,monthly
568,Prodej domu 260 m² s pozemkem 126 m²,"Mariánská, Česká Lípa",,liberecky-kraj,řadový,cihlová,126 m,260 m,unknown
569,Prodej stavebního pozemku 5 824 m²,"Karlovice, okres Semily",3 599 000,liberecky-kraj,,osobní,,,total
570,Prodej domu 260 m² s pozemkem 126 m²,"Mariánská, Česká Lípa",,liberecky-kraj,řadový,cihlová,126 m,,unknown
571,Prodej domu 260 m² s pozemkem 126 m²,"Mariánská, Česká Lípa",,liberecky-kraj,řadový,cihlová,,260 m,unknown
572,Prodej domu 260 m² s pozemkem 126 m²,"Mariánská, Česká Lípa",,liberecky-kraj,řadový,cihlová,,,unknown
573,Prodej domu 130 m² s pozemkem 155 m²,"P. Bezruče, Hejnice, okres Liberec",,liberecky-kraj,řadový,smíšená,155 m,130 m,unknown
574,Pronájem bytu 2+kk 48 m²,"Lidická, Hrádek nad Nisou, okres Liberec",6 900,liberecky-kraj,dobrý stav,cihlová,,48 m,monthly
575,Prodej stavebního pozemku 1 889 m²,"Holany, okres Česká Lípa",3 400 200,liberecky-kraj,veřejná kanalizace,předměstí,,,total
576,Prodej stavebního pozemku 1 474 m²,"Holany, okres Česká Lípa",2 653 200,liberecky-kraj,beton,předměstí,,,total
577,Prodej domu 130 m² s pozemkem 155 m²,"P. Bezruče, Hejnice, okres Liberec",,liberecky-kraj,řadový,smíšená,155 m,,unknown
578,Prodej domu 130 m² s pozemkem 155 m²,"P. Bezruče, Hejnice, okres Liberec",,liberecky-kraj,řadový,smíšená,,130 m,unknown
579,Prodej domu 130 m² s pozemkem 155 m²,"P. Bezruče, Hejnice, okres Liberec",,liberecky-kraj,řadový,smíšená,,,unknown
580,Pronájem bytu 2+kk 48 m²,"Lidická, Hrádek nad Nisou, okres Liberec",6 900,liberecky-kraj,dobrý stav,cihlová,,,monthly
581,Pronájem bytu 2+kk 100 m²,"Růžová, Liberec - Liberec II-Nové Město",15 500,liberecky-kraj,po rekonstrukci,cihlová,,100 m,monthly
582,Prodej stavebního pozemku 2 523 m²,"Holany, okres Česká Lípa",4 919 850,liberecky-kraj,,předměstí,,,total
583,Pronájem restaurace 231 m²,"náměstí 1. máje, Chrastava, okres Liberec",25 000,liberecky-kraj,osobní,cihlová,,231 m,monthly
584,Prodej domu 99 m² s pozemkem 200 m²,"Stráž nad Nisou, okres Liberec",8 860 000,liberecky-kraj,osobní,cihlová,200 m,99 m,total
585,Pronájem bytu 2+kk 100 m²,"Růžová, Liberec - Liberec II-Nové Město",15 500,liberecky-kraj,po rekonstrukci,cihlová,,,monthly
586,Pronájem restaurace 231 m²,"náměstí 1. máje, Chrastava, okres Liberec",25 000,liberecky-kraj,osobní,cihlová,,,monthly
587,Prodej domu 99 m² s pozemkem 200 m²,"Stráž nad Nisou, okres Liberec",8 860 000,liberecky-kraj,osobní,cihlová,200 m,,total
588,Prodej domu 99 m² s pozemkem 200 m²,"Stráž nad Nisou, okres Liberec",8 860 000,liberecky-kraj,osobní,cihlová,,99 m,total
589,Prodej domu 99 m² s pozemkem 200 m²,"Stráž nad Nisou, okres Liberec",8 860 000,liberecky-kraj,osobní,cihlová,,,total
590,"Exkluzivně prodej garáže o ploše 25 m2, Česká Lípa, Vrchlického ulice","Vrchlického, Česká Lípa",455 000,liberecky-kraj,,,,,total
591,Pronájem výrobních prostor 260 m²,"U Kartounky, Česká Lípa",25 000,liberecky-kraj,výrobní prostory,cihlová,6667 m,260 m,monthly
592,Pronájem výrobních prostor 250 m²,"Mařenice, okres Česká Lípa",25 000,liberecky-kraj,osobní,cihlová,,250 m,monthly
593,Pronájem bytu 1+kk 55 m²,"Růžová, Liberec - Liberec II-Nové Město",10 000,liberecky-kraj,po rekonstrukci,cihlová,,55 m,monthly
594,Pronájem výrobních prostor 260 m²,"U Kartounky, Česká Lípa",25 000,liberecky-kraj,výrobní prostory,cihlová,6667 m,,monthly
595,Pronájem výrobních prostor 260 m²,"U Kartounky, Česká Lípa",25 000,liberecky-kraj,výrobní prostory,cihlová,,260 m,monthly
596,Pronájem výrobních prostor 260 m²,"U Kartounky, Česká Lípa",25 000,liberecky-kraj,výrobní prostory,cihlová,,,monthly
597,Pronájem výrobních prostor 250 m²,"Mařenice, okres Česká Lípa",25 000,liberecky-kraj,osobní,cihlová,,,monthly
598,Pronájem bytu 1+kk 55 m²,"Růžová, Liberec - Liberec II-Nové Město",10 000,liberecky-kraj,po rekonstrukci,cihlová,,,monthly
599,Prodej zahrady 202 m²,"U Obrázku, Liberec - Liberec XIV-Ruprechtice",590 000,liberecky-kraj,202 m,osobní,,,total
600,Prodej bytu 5+kk 181 m²,Praha,44 900 000,praha,dobrý stav,smíšená,,181 m,total
601,Prodej bytu 5+kk 181 m²,Praha,44 900 000,praha,dobrý stav,smíšená,,,total
602,Prodej bytu 5+kk 204 m²,"V kolkovně, Praha 1 - Staré Město",,praha,po rekonstrukci,smíšená,,204 m,unknown
603,Prodej bytu 5+kk 204 m²,"V kolkovně, Praha 1 - Staré Město",,praha,po rekonstrukci,smíšená,,,unknown
604,Prodej bytu 4+kk 198 m²,"Helénská, Praha 2 - Vinohrady",,praha,po rekonstrukci,smíšená,,198 m,unknown
605,Prodej bytu 4+kk 191 m²,"Helénská, Praha 2 - Vinohrady",,praha,po rekonstrukci,smíšená,,191 m,unknown
606,Prodej bytu 4+kk 135 m²,Praha,29 500 000,praha,dobrý stav,smíšená,,135 m,total
607,Prodej bytu 4+kk 198 m²,"Helénská, Praha 2 - Vinohrady",,praha,po rekonstrukci,smíšená,,,unknown
608,Prodej bytu 4+kk 191 m²,"Helénská, Praha 2 - Vinohrady",,praha,po rekonstrukci,smíšená,,,unknown
609,Prodej bytu 4+kk 135 m²,Praha,29 500 000,praha,dobrý stav,smíšená,,,total
610,Prodej bytu 2+kk 56 m²,"Formanská, Praha 4 - Újezd u Průhonic",7 050 000,praha,novostavba,smíšená,,56 m,total
611,Prodej bytu 4+kk 101 m²,"Formanská, Praha 4 - Újezd u Průhonic",12 700 000,praha,novostavba,smíšená,,101 m,total
612,Prodej bytu 2+kk 56 m²,"Formanská, Praha 4 - Újezd u Průhonic",7 050 000,praha,novostavba,smíšená,,,total
613,Prodej bytu 4+kk 101 m²,"Formanská, Praha 4 - Újezd u Průhonic",12 700 000,praha,novostavba,smíšená,,,total
614,Prodej bytu 5+kk 293 m²,"Nad lomem, Praha 4 - Braník",,praha,dobrý stav,skeletová,,293 m,unknown
615,Prodej bytu 5+kk 293 m²,"Nad lomem, Praha 4 - Braník",,praha,dobrý stav,skeletová,,,unknown
616,Prodej bytu 4+kk 135 m²,"Mezitraťová, Praha 9",,praha,dobrý stav,smíšená,,135 m,unknown
617,Prodej bytu 3+kk 100 m²,"Helénská, Praha 2 - Vinohrady",,praha,po rekonstrukci,smíšená,,100 m,unknown
618,Prodej bytu 4+kk 135 m²,"Mezitraťová, Praha 9",,praha,dobrý stav,smíšená,,,unknown
619,Prodej zahrady 400 m²,"U Obrázku, Liberec - Liberec XIV-Ruprechtice",1 090 000,liberecky-kraj,400 m,osobní,,,total
620,Prodej bytu 3+kk 100 m²,"Helénská, Praha 2 - Vinohrady",,praha,po rekonstrukci,smíšená,,,unknown
621,Prodej bytu 1+kk 37 m²,"Zásada, okres Jablonec nad Nisou",1 800 000,liberecky-kraj,osobní,cihlová,,37 m,total
622,Prodej bytu 2+kk 68 m²,"Nad Vavrouškou, Praha 8 - Troja",9 900 000,praha,dobrý stav,cihlová,,68 m,total
623,Prodej bytu 1+kk 37 m²,"Zásada, okres Jablonec nad Nisou",1 800 000,liberecky-kraj,osobní,cihlová,,,total
624,Prodej bytu 2+kk 68 m²,"Nad Vavrouškou, Praha 8 - Troja",9 900 000,praha,dobrý stav,cihlová,,,total
625,Prodej domu 107 m² s pozemkem 189 m²,"Hůlkova, Praha 9",13 440 000,praha,osobní,cihlová,189 m,107 m,total
626,Prodej domu 107 m² s pozemkem 189 m²,"Hůlkova, Praha 9",13 440 000,praha,osobní,cihlová,189 m,,total
627,Prodej domu 107 m² s pozemkem 189 m²,"Hůlkova, Praha 9",13 440 000,praha,osobní,cihlová,,107 m,total
628,Prodej domu 107 m² s pozemkem 189 m²,"Hůlkova, Praha 9",13 440 000,praha,osobní,cihlová,,,total
629,Prodej domu 152 m² s pozemkem 229 m²,"Hůlkova, Praha 9",18 130 000,praha,osobní,cihlová,229 m,152 m,total
630,Prodej domu 152 m² s pozemkem 229 m²,"Hůlkova, Praha 9",18 130 000,praha,osobní,cihlová,229 m,,total
631,Prodej domu 152 m² s pozemkem 229 m²,"Hůlkova, Praha 9",18 130 000,praha,osobní,cihlová,,152 m,total
632,Prodej domu 152 m² s pozemkem 229 m²,"Hůlkova, Praha 9",18 130 000,praha,osobní,cihlová,,,total
633,Prodej bytu 1+kk 30 m²,"Bulharská, Praha 10 - Vršovice, okres Praha",4 500 000,praha,s.r.o.,cihlová,,30 m,total
634,Prodej bytu 1+kk 30 m²,"Bulharská, Praha 10 - Vršovice, okres Praha",4 500 000,praha,s.r.o.,cihlová,,,total
635,Pronájem bytu 2+kk 44 m²,"Hollarovo náměstí, Praha 3 - Vinohrady",13 000,praha,osobní,cihlová,,44 m,monthly
636,Pronájem bytu 2+kk 44 m²,"Hollarovo náměstí, Praha 3 - Vinohrady",13 000,praha,osobní,cihlová,,,monthly
637,Prodej bytu 3+1 108 m²,"Saská, Praha 1 - Malá Strana",,praha,osobní,cihlová,,108 m,unknown
638,Prodej bytu 3+1 108 m²,"Saská, Praha 1 - Malá Strana",,praha,osobní,cihlová,,,unknown
639,Pronájem kanceláře 62 m²,"Na strži, Praha 4 - Nusle",26 164,praha,kanceláře,smíšená,,62 m,monthly
640,Pronájem kanceláře 62 m²,"Na strži, Praha 4 - Nusle",26 164,praha,kanceláře,smíšená,,,monthly
641,Pronájem bytu 2+kk 55 m²,"Choceradská, Praha 4 - Záběhlice",11 000,praha,osobní,panelová,,55 m,monthly
642,Pronájem bytu 2+kk 55 m²,"Choceradská, Praha 4 - Záběhlice",11 000,praha,osobní,panelová,,,monthly
643,Pronájem komerčního objektu (jiného typu) 1 000 m²,"Kladruby nad Labem, okres Pardubice",10 000,pardubicky-kraj,jiného typu,smíšená,1000 m,1000 m,monthly
644,Pronájem komerčního objektu (jiného typu) 1 000 m²,"Kladruby nad Labem, okres Pardubice",10 000,pardubicky-kraj,jiného typu,smíšená,1000 m,,monthly
645,Pronájem komerčního objektu (jiného typu) 1 000 m²,"Kladruby nad Labem, okres Pardubice",10 000,pardubicky-kraj,jiného typu,smíšená,,1000 m,monthly
646,Pronájem komerčního objektu (jiného typu) 1 000 m²,"Kladruby nad Labem, okres Pardubice",10 000,pardubicky-kraj,jiného typu,smíšená,,,monthly
647,Prodej bytu 3+1 77 m²,"Na Větrníku, Chrudim - Chrudim IV",3 920 000,pardubicky-kraj,dobrý stav,panelová,,77 m,total
648,Prodej bytu 3+1 77 m²,"Na Větrníku, Chrudim - Chrudim IV",3 920 000,pardubicky-kraj,dobrý stav,panelová,,,total
649,Prodej domu 200 m² s pozemkem 243 m²,"Tkalcovská, Bystré, okres Svitavy",3 250 000,pardubicky-kraj,osobní,cihlová,243 m,200 m,total
650,Prodej domu 200 m² s pozemkem 243 m²,"Tkalcovská, Bystré, okres Svitavy",3 250 000,pardubicky-kraj,osobní,cihlová,243 m,,total
651,Prodej domu 200 m² s pozemkem 243 m²,"Tkalcovská, Bystré, okres Svitavy",3 250 000,pardubicky-kraj,osobní,cihlová,,200 m,total
652,Prodej domu 200 m² s pozemkem 243 m²,"Tkalcovská, Bystré, okres Svitavy",3 250 000,pardubicky-kraj,osobní,cihlová,,,total
653,Prodej stavebního pozemku 1 401 m²,"Včelákov, okres Chrudim",1 106 790,pardubicky-kraj,,osobní,,,total
654,Prodej domu 302 m² s pozemkem 1 044 m²,"Kamenec u Poličky, okres Svitavy",3 890 000,pardubicky-kraj,samostatný,cihlová,1044 m,302 m,total
655,Prodej domu 180 m² s pozemkem 809 m²,"Barchov, okres Pardubice",2 490 000,pardubicky-kraj,osobní,cihlová,809 m,180 m,total
656,Prodej domu 302 m² s pozemkem 1 044 m²,"Kamenec u Poličky, okres Svitavy",3 890 000,pardubicky-kraj,samostatný,cihlová,1044 m,,total
657,Prodej domu 302 m² s pozemkem 1 044 m²,"Kamenec u Poličky, okres Svitavy",3 890 000,pardubicky-kraj,samostatný,cihlová,,302 m,total
658,Prodej domu 302 m² s pozemkem 1 044 m²,"Kamenec u Poličky, okres Svitavy",3 890 000,pardubicky-kraj,samostatný,cihlová,,,total
659,Prodej domu 180 m² s pozemkem 809 m²,"Barchov, okres Pardubice",2 490 000,pardubicky-kraj,osobní,cihlová,809 m,,total
660,Prodej domu 180 m² s pozemkem 809 m²,"Barchov, okres Pardubice",2 490 000,pardubicky-kraj,osobní,cihlová,,180 m,total
661,Prodej domu 180 m² s pozemkem 809 m²,"Barchov, okres Pardubice",2 490 000,pardubicky-kraj,osobní,cihlová,,,total
662,Prodej obchodních prostor 1 286 m²,"Ke Mlýnu, Pardubice - Staré Čívice",32 999 000,pardubicky-kraj,obchodní prostory,smíšená,6206 m,1286 m,total
663,Prodej obchodních prostor 1 286 m²,"Ke Mlýnu, Pardubice - Staré Čívice",32 999 000,pardubicky-kraj,obchodní prostory,smíšená,6206 m,,total
664,Prodej obchodních prostor 1 286 m²,"Ke Mlýnu, Pardubice - Staré Čívice",32 999 000,pardubicky-kraj,obchodní prostory,smíšená,,1286 m,total
665,Prodej obchodních prostor 1 286 m²,"Ke Mlýnu, Pardubice - Staré Čívice",32 999 000,pardubicky-kraj,obchodní prostory,smíšená,,,total
666,Pronájem kanceláře 138 m²,"Pivovarská, Praha 5 - Smíchov",59 000,praha,kanceláře,smíšená,,138 m,monthly
667,Pronájem kanceláře 138 m²,"Pivovarská, Praha 5 - Smíchov",59 000,praha,kanceláře,smíšená,,,monthly
668,Pronájem bytu 3+kk 68 m²,"Tylova, Žamberk, okres Ústí nad Orlicí",10 000,pardubicky-kraj,osobní,cihlová,,68 m,monthly
669,Pronájem bytu 3+kk 68 m²,"Tylova, Žamberk, okres Ústí nad Orlicí",10 000,pardubicky-kraj,osobní,cihlová,,,monthly
670,Prodej chaty/chalupy 229 m² s pozemkem 2 764 m²,"Mladkov, okres Ústí nad Orlicí",5 490 000,pardubicky-kraj,samostatný,smíšená,2764 m,229 m,total
671,Prodej chaty/chalupy 229 m² s pozemkem 2 764 m²,"Mladkov, okres Ústí nad Orlicí",5 490 000,pardubicky-kraj,samostatný,smíšená,2764 m,,total
672,Prodej chaty/chalupy 229 m² s pozemkem 2 764 m²,"Mladkov, okres Ústí nad Orlicí",5 490 000,pardubicky-kraj,samostatný,smíšená,,229 m,total
673,Prodej chaty/chalupy 229 m² s pozemkem 2 764 m²,"Mladkov, okres Ústí nad Orlicí",5 490 000,pardubicky-kraj,samostatný,smíšená,,,total
674,Pronájem bytu 2+kk 65 m²,"Větrná, Svitavy - Lány",13 000,pardubicky-kraj,družstevní,smíšená,,65 m,monthly
675,Prodej domu 130 m² s pozemkem 906 m²,"Zájezdec, okres Chrudim",8 890 000,pardubicky-kraj,samostatný,smíšená,906 m,130 m,total
676,Pronájem bytu 2+kk 65 m²,"Větrná, Svitavy - Lány",13 000,pardubicky-kraj,družstevní,smíšená,,,monthly
677,Prodej domu 130 m² s pozemkem 906 m²,"Zájezdec, okres Chrudim",8 890 000,pardubicky-kraj,samostatný,smíšená,906 m,,total
678,Prodej domu 130 m² s pozemkem 906 m²,"Zájezdec, okres Chrudim",8 890 000,pardubicky-kraj,samostatný,smíšená,,130 m,total
679,Prodej domu 130 m² s pozemkem 906 m²,"Zájezdec, okres Chrudim",8 890 000,pardubicky-kraj,samostatný,smíšená,,,total
680,Pronájem bytu 4+kk 130 m²,"Hronovická, Pardubice - Zelené Předměstí",15 000,pardubicky-kraj,osobní,cihlová,,130 m,monthly
681,Prodej domu 90 m² s pozemkem 543 m²,"Talafusova, Vysoké Mýto - Litomyšlské Předměstí, okres Ústí nad Orlicí",4 242 000,pardubicky-kraj,osobní,cihlová,543 m,90 m,total
682,Pronájem bytu 4+kk 130 m²,"Hronovická, Pardubice - Zelené Předměstí",15 000,pardubicky-kraj,osobní,cihlová,,,monthly
683,Prodej domu 90 m² s pozemkem 543 m²,"Talafusova, Vysoké Mýto - Litomyšlské Předměstí, okres Ústí nad Orlicí",4 242 000,pardubicky-kraj,osobní,cihlová,543 m,,total
684,Prodej domu 90 m² s pozemkem 543 m²,"Talafusova, Vysoké Mýto - Litomyšlské Předměstí, okres Ústí nad Orlicí",4 242 000,pardubicky-kraj,osobní,cihlová,,90 m,total
685,Prodej domu 90 m² s pozemkem 543 m²,"Talafusova, Vysoké Mýto - Litomyšlské Předměstí, okres Ústí nad Orlicí",4 242 000,pardubicky-kraj,osobní,cihlová,,,total
