title,location,price,region,property,building,land_area,util_area
Prodej komerčního objektu (jiného typu) 229 m²,"Mladkov, okres Ústí nad Orlicí",5 490 000 Kč,pardubicky-kraj,jiného typu,smíšená,2764 m,229 m
Prodej komerčního objektu (jiného typu) 229 m²,"Mladkov, okres Ústí nad Orlicí",5 490 000 Kč,pardubicky-kraj,jiného typu,smíšená,2764 m,
Prodej komerčního objektu (jiného typu) 229 m²,"Mladkov, okres Ústí nad Orlicí",5 490 000 Kč,pardubicky-kraj,jiného typu,smíšená,,229 m
Prodej komerčního objektu (jiného typu) 229 m²,"Mladkov, okres Ústí nad Orlicí",5 490 000 Kč,pardubicky-kraj,jiného typu,smíšená,,
Prodej domu 198 m² s pozemkem 1 289 m²,"Anenská Studánka, okres Ústí nad Orlicí",Cena na vyžádání,pardubicky-kraj,samostatný,cihlová,1289 m,198 m
Prodej domu 198 m² s pozemkem 1 289 m²,"Anenská Studánka, okres Ústí nad Orlicí",Cena na vyžádání,pardubicky-kraj,samostatný,cihlová,1289 m,
Prodej domu 198 m² s pozemkem 1 289 m²,"Anenská Studánka, okres Ústí nad Orlicí",Cena na vyžádání,pardubicky-kraj,samostatný,cihlová,,198 m
Prodej domu 198 m² s pozemkem 1 289 m²,"Anenská Studánka, okres Ústí nad Orlicí",Cena na vyžádání,pardubicky-kraj,samostatný,cihlová,,
Pronájem obchodních prostor 73 m²,"Masarykovo náměstí, Přelouč, okres Pardubice",12 500 Kč/měsíc,pardubicky-kraj,osobní,cihlová,,73 m
Pronájem obchodních prostor 73 m²,"Masarykovo náměstí, Přelouč, okres Pardubice",12 500 Kč/měsíc,pardubicky-kraj,osobní,cihlová,,
Prodej domu 118 m² s pozemkem 285 m²,"K Zahrádkám, Srch, okres Pardubice",8 790 000 Kč,pardubicky-kraj,řadový,cihlová,285 m,118 m
Prodej domu 118 m² s pozemkem 285 m²,"K Zahrádkám, Srch, okres Pardubice",8 790 000 Kč,pardubicky-kraj,řadový,cihlová,285 m,
Prodej domu 118 m² s pozemkem 285 m²,"K Zahrádkám, Srch, okres Pardubice",8 790 000 Kč,pardubicky-kraj,řadový,cihlová,,118 m
Prodej domu 118 m² s pozemkem 285 m²,"K Zahrádkám, Srch, okres Pardubice",8 790 000 Kč,pardubicky-kraj,řadový,cihlová,,
Prodej stavebního pozemku 989 m²,"Vysoké Mýto - Svařeň, okres Ústí nad Orlicí",2 250 000 Kč,pardubicky-kraj,veřejný,osobní,,
Prodej domu 3 154 m² s pozemkem 2 554 m²,"Vápenný Podol, okres Chrudim",Cena na vyžádání,pardubicky-kraj,osobní,cihlová,2554 m,3154 m
Prodej zahrady 588 m²,"Sosnová, okres Česká Lípa",600 000 Kč,liberecky-kraj,,588 m,,
Prodej domu 3 154 m² s pozemkem 2 554 m²,"Vápenný Podol, okres Chrudim",Cena na vyžádání,pardubicky-kraj,osobní,cihlová,2554 m,
Prodej domu 3 154 m² s pozemkem 2 554 m²,"Vápenný Podol, okres Chrudim",Cena na vyžádání,pardubicky-kraj,osobní,cihlová,,3154 m
Prodej domu 3 154 m² s pozemkem 2 554 m²,"Vápenný Podol, okres Chrudim",Cena na vyžádání,pardubicky-kraj,osobní,cihlová,,
Pronájem bytu 3+1 73 m²,"Třebenická, Praha 8 - Kobylisy",15 000 Kč/měsíc,praha,družstevní,panelová,,73 m
Pronájem bytu 3+1 73 m²,"Třebenická, Praha 8 - Kobylisy",15 000 Kč/měsíc,praha,družstevní,panelová,,
Prodej stavebního pozemku 1 029 m²,"Šípková, Chomutov",2 490 180 Kč,ustecky-kraj,,1029 m,,
Prodej bytu 3+kk 80 m²,"Slovenská, Chrudim - Chrudim II",4 450 000 Kč,pardubicky-kraj,dobrý stav,panelová,,80 m
Prodej bytu 3+kk 80 m²,"Slovenská, Chrudim - Chrudim II",4 450 000 Kč,pardubicky-kraj,dobrý stav,panelová,,
Prodej domu 120 m² s pozemkem 310 m²,"Václava Otty, Chleby, okres Nymburk",3 500 000 Kč,stredocesky-kraj,osobní,cihlová,310 m,120 m
Prodej domu 120 m² s pozemkem 310 m²,"Václava Otty, Chleby, okres Nymburk",3 500 000 Kč,stredocesky-kraj,osobní,cihlová,310 m,
Prodej domu 120 m² s pozemkem 310 m²,"Václava Otty, Chleby, okres Nymburk",3 500 000 Kč,stredocesky-kraj,osobní,cihlová,,120 m
Prodej domu 120 m² s pozemkem 310 m²,"Václava Otty, Chleby, okres Nymburk",3 500 000 Kč,stredocesky-kraj,osobní,cihlová,,
Pronájem bytu 1+1 42 m²,"Na Panský, Dolní Břežany, okres Praha-západ",10 500 Kč/měsíc,stredocesky-kraj,osobní,cihlová,,42 m
Pronájem bytu 1+1 42 m²,"Na Panský, Dolní Břežany, okres Praha-západ",10 500 Kč/měsíc,stredocesky-kraj,osobní,cihlová,,
Prodej stavebního pozemku 1 001 m²,"Žižice, okres Kladno",3 903 900 Kč,stredocesky-kraj,,1001 m,,
Prodej chaty/chalupy 46 m² s pozemkem 430 m²,"Rudeč, Kostelec nad Labem, okres Mělník",2 650 000 Kč,stredocesky-kraj,samostatný,cihlová,430 m,46 m
Prodej chaty/chalupy 46 m² s pozemkem 430 m²,"Rudeč, Kostelec nad Labem, okres Mělník",2 650 000 Kč,stredocesky-kraj,samostatný,cihlová,430 m,
Prodej chaty/chalupy 46 m² s pozemkem 430 m²,"Rudeč, Kostelec nad Labem, okres Mělník",2 650 000 Kč,stredocesky-kraj,samostatný,cihlová,,46 m
Prodej chaty/chalupy 46 m² s pozemkem 430 m²,"Rudeč, Kostelec nad Labem, okres Mělník",2 650 000 Kč,stredocesky-kraj,samostatný,cihlová,,
Prodej bytu 2+kk 62 m²,"U Radnice, Odolena Voda, okres Praha-východ",4 990 000 Kč,stredocesky-kraj,družstevní,cihlová,,62 m
Prodej bytu 2+kk 62 m²,"U Radnice, Odolena Voda, okres Praha-východ",4 990 000 Kč,stredocesky-kraj,družstevní,cihlová,,
Prodej komerčního objektu (jiného typu) 372 m²,"Horní Vltavice, okres Prachatice",3 490 000 Kč,jihocesky-kraj,jiného typu,montovaná,1777 m,372 m
Prodej komerčního objektu (jiného typu) 372 m²,"Horní Vltavice, okres Prachatice",3 490 000 Kč,jihocesky-kraj,jiného typu,montovaná,1777 m,
Prodej komerčního objektu (jiného typu) 372 m²,"Horní Vltavice, okres Prachatice",3 490 000 Kč,jihocesky-kraj,jiného typu,montovaná,,372 m
Prodej komerčního objektu (jiného typu) 372 m²,"Horní Vltavice, okres Prachatice",3 490 000 Kč,jihocesky-kraj,jiného typu,montovaná,,
Pronájem bytu 3+kk 65 m²,"Pražská, Benátky nad Jizerou - Benátky nad Jizerou II, okres Mladá Boleslav",12 850 Kč/měsíc,stredocesky-kraj,osobní,cihlová,,65 m
Prodej louky 39 669 m²,"Putim, okres Písek",399 215 328 540 Kč,jihocesky-kraj,39669 m,osobní,,
Prodej bytu 3+kk 87 m²,"U Sv. Markéty, Strakonice - Strakonice I",5 155 665 Kč,jihocesky-kraj,novostavba,cihlová,,87 m
Pronájem bytu 3+kk 65 m²,"Pražská, Benátky nad Jizerou - Benátky nad Jizerou II, okres Mladá Boleslav",12 850 Kč/měsíc,stredocesky-kraj,osobní,cihlová,,
Prodej stavebního pozemku 3 884 m²,"Pětikozly, okres Mladá Boleslav",5 500 000 Kč,stredocesky-kraj,3884 m,osobní,,
Prodej bytu 3+kk 87 m²,"U Sv. Markéty, Strakonice - Strakonice I",5 155 665 Kč,jihocesky-kraj,novostavba,cihlová,,
Prodej bytu 2+kk 47 m²,"V Kaštánkách, Pečky, okres Kolín",3 790 000 Kč,stredocesky-kraj,osobní,panelová,,47 m
Prodej domu 75 m² s pozemkem 588 m²,Strakonice - Strakonice I,3 590 000 Kč,jihocesky-kraj,samostatný,udržovaný,588 m,75 m
Prodej zahrady 460 m²,"Svatava, okres Sokolov",850 000 Kč,karlovarsky-kraj,460 m,osobní,,
Prodej stavebního pozemku 1 000 m²,"Lužany, okres Jičín",1 315 000 Kč,kralovehradecky-kraj,1000 m,osobní,,
Prodej bytu 2+kk 47 m²,"V Kaštánkách, Pečky, okres Kolín",3 790 000 Kč,stredocesky-kraj,osobní,panelová,,
Prodej stavebního pozemku 751 m²,"Chotoviny - Jeníčkova Lhota, okres Tábor",2 200 000 Kč,jihocesky-kraj,751 m,osobní,,
Prodej domu 75 m² s pozemkem 588 m²,Strakonice - Strakonice I,3 590 000 Kč,jihocesky-kraj,samostatný,udržovaný,588 m,
Prodej domu 75 m² s pozemkem 588 m²,Strakonice - Strakonice I,3 590 000 Kč,jihocesky-kraj,samostatný,udržovaný,,75 m
Prodej domu 75 m² s pozemkem 588 m²,Strakonice - Strakonice I,3 590 000 Kč,jihocesky-kraj,samostatný,udržovaný,,
Pronájem komerčního pozemku 18 899 m²,"Petrov, okres Hodonín",Cena na vyžádání,jihomoravsky-kraj,18899 m,osobní,,
Pronájem obchodních prostor 134 m²,"5. května, Humpolec, okres Pelhřimov",12 500 Kč/měsíc,kraj-vysocina,osobní,cihlová,,134 m
Pronájem obchodních prostor 134 m²,"5. května, Humpolec, okres Pelhřimov",12 500 Kč/měsíc,kraj-vysocina,osobní,cihlová,,
Pronájem bytu 2+kk 52 m²,"Příční, Střelice, okres Brno-venkov",13 500 Kč/měsíc,jihomoravsky-kraj,osobní,cihlová,,52 m
Pronájem bytu 1+kk 52 m²,"Spolková, Brno - Zábrdovice",12 000 Kč/měsíc,jihomoravsky-kraj,osobní,cihlová,,52 m
Pronájem bytu 3+kk 65 m²,"Chrlická, Brno - Tuřany",16 000 Kč/měsíc,jihomoravsky-kraj,osobní,cihlová,,65 m
Pronájem bytu 2+kk 52 m²,"Příční, Střelice, okres Brno-venkov",13 500 Kč/měsíc,jihomoravsky-kraj,osobní,cihlová,,
Pronájem bytu 1+kk 52 m²,"Spolková, Brno - Zábrdovice",12 000 Kč/měsíc,jihomoravsky-kraj,osobní,cihlová,,
Pronájem bytu 3+kk 65 m²,"Chrlická, Brno - Tuřany",16 000 Kč/měsíc,jihomoravsky-kraj,osobní,cihlová,,
Prodej zahrady 338 m²,"Za vodú, Hrušky, okres Břeclav",460 000 Kč,jihomoravsky-kraj,,osobní,,
Prodej zahrady 3 595 m²,Brno - Kníničky,1 290 000 Kč,jihomoravsky-kraj,,3595 m,,
Pronájem bytu 1+kk 30 m²,"Vltavská, Brno - Starý Lískovec",10 500 Kč/měsíc,jihomoravsky-kraj,osobní,panelová,,30 m
Pronájem bytu 1+kk 30 m²,"Vltavská, Brno - Starý Lískovec",10 500 Kč/měsíc,jihomoravsky-kraj,osobní,panelová,,
Pronájem bytu 1+kk 32 m²,"Kosíkova, Brno - Líšeň",9 900 Kč/měsíc,jihomoravsky-kraj,osobní,panelová,,32 m
Pronájem bytu 1+kk 32 m²,"Kosíkova, Brno - Líšeň",9 900 Kč/měsíc,jihomoravsky-kraj,osobní,panelová,,
Pronájem bytu 3+kk 57 m²,"Poděbradova, Brno - Ponava",17 500 Kč/měsíc,jihomoravsky-kraj,osobní,cihlová,,57 m
Pronájem bytu 3+kk 57 m²,"Poděbradova, Brno - Ponava",17 500 Kč/měsíc,jihomoravsky-kraj,osobní,cihlová,,
Prodej bytu 3+1 90 m²,"Veveří, Brno - Veveří",8 000 000 Kč,jihomoravsky-kraj,družstevní,cihlová,,90 m
Prodej bytu 3+1 90 m²,"Veveří, Brno - Veveří",8 000 000 Kč,jihomoravsky-kraj,družstevní,cihlová,,
Prodej bytu 1+kk 44 m²,"U Leskavy, Brno - Starý Lískovec",5 303 000 Kč,jihomoravsky-kraj,dobrý stav,cihlová,,44 m
Pronájem skladovacích prostor 2 956 m²,"Trnkova, Brno - Líšeň",Cena na vyžádání,jihomoravsky-kraj,skladovací prostory,smíšená,,2956 m
Prodej bytu 1+kk 44 m²,"U Leskavy, Brno - Starý Lískovec",5 303 000 Kč,jihomoravsky-kraj,dobrý stav,cihlová,,
Pronájem skladovacích prostor 2 956 m²,"Trnkova, Brno - Líšeň",Cena na vyžádání,jihomoravsky-kraj,skladovací prostory,smíšená,,
Prodej bytu 2+kk 151 m²,"Brněnská Pole, Šlapanice, okres Brno-venkov",5 890 000 Kč,jihomoravsky-kraj,osobní,cihlová,,151 m
Prodej bytu 2+kk 151 m²,"Brněnská Pole, Šlapanice, okres Brno-venkov",5 890 000 Kč,jihomoravsky-kraj,osobní,cihlová,,
Pronájem bytu 2+1 67 m²,"Botanická, Brno - Ponava",12 990 Kč/měsíc,jihomoravsky-kraj,osobní,cihlová,,67 m
Pronájem bytu 2+1 67 m²,"Botanická, Brno - Ponava",12 990 Kč/měsíc,jihomoravsky-kraj,osobní,cihlová,,
Pronájem kanceláře 23 m²,"Holandská, Brno - Štýřice",27 380 Kč/měsíc,jihomoravsky-kraj,jiný,skeletová,,23 m
Prodej domu 147 m² s pozemkem 172 m²,"Myslbekova, Brno - Židenice",13 250 000 Kč,jihomoravsky-kraj,řadový,cihlová,172 m,147 m
Pronájem kanceláře 23 m²,"Holandská, Brno - Štýřice",27 380 Kč/měsíc,jihomoravsky-kraj,jiný,skeletová,,
Prodej domu 147 m² s pozemkem 172 m²,"Myslbekova, Brno - Židenice",13 250 000 Kč,jihomoravsky-kraj,řadový,cihlová,172 m,
Prodej domu 147 m² s pozemkem 172 m²,"Myslbekova, Brno - Židenice",13 250 000 Kč,jihomoravsky-kraj,řadový,cihlová,,147 m
Prodej domu 147 m² s pozemkem 172 m²,"Myslbekova, Brno - Židenice",13 250 000 Kč,jihomoravsky-kraj,řadový,cihlová,,
Prodej domu 130 m² s pozemkem 135 m²,"Horní Valy, Ivanovice na Hané, okres Vyškov",2 600 000 Kč,jihomoravsky-kraj,osobní,cihlová,135 m,130 m
Prodej domu 130 m² s pozemkem 135 m²,"Horní Valy, Ivanovice na Hané, okres Vyškov",2 600 000 Kč,jihomoravsky-kraj,osobní,cihlová,135 m,
Prodej domu 130 m² s pozemkem 135 m²,"Horní Valy, Ivanovice na Hané, okres Vyškov",2 600 000 Kč,jihomoravsky-kraj,osobní,cihlová,,130 m
Prodej domu 130 m² s pozemkem 135 m²,"Horní Valy, Ivanovice na Hané, okres Vyškov",2 600 000 Kč,jihomoravsky-kraj,osobní,cihlová,,
Prodej domu 144 m² s pozemkem 237 m²,"Miroslavské Knínice, okres Znojmo",3 900 000 Kč,jihomoravsky-kraj,rohový,smíšená,237 m,144 m
Prodej domu 144 m² s pozemkem 237 m²,"Miroslavské Knínice, okres Znojmo",3 900 000 Kč,jihomoravsky-kraj,rohový,smíšená,237 m,
Prodej domu 144 m² s pozemkem 237 m²,"Miroslavské Knínice, okres Znojmo",3 900 000 Kč,jihomoravsky-kraj,rohový,smíšená,,144 m
Prodej domu 144 m² s pozemkem 237 m²,"Miroslavské Knínice, okres Znojmo",3 900 000 Kč,jihomoravsky-kraj,rohový,smíšená,,
Prodej bytu 2+kk 40 m²,"Na Větřáku, Jedovnice, okres Blansko",4 150 000 Kč,jihomoravsky-kraj,osobní,cihlová,,40 m
Prodej bytu 2+kk 40 m²,"Na Větřáku, Jedovnice, okres Blansko",4 150 000 Kč,jihomoravsky-kraj,osobní,cihlová,,
Prodej chaty/chalupy 228 m²,"Stárkov - Bystré, okres Náchod",6 900 000 Kč,kralovehradecky-kraj,osobní,cihlová,,228 m
Prodej stavebního pozemku 6 383 m²,"Hronov, okres Náchod",3 990 000 Kč,kralovehradecky-kraj,,osobní,,
Prodej chaty/chalupy 228 m²,"Stárkov - Bystré, okres Náchod",6 900 000 Kč,kralovehradecky-kraj,osobní,cihlová,,
Prodej bytu 3+1 71 m²,"Filipova, Brno - Bystrc",7 759 000 Kč,jihomoravsky-kraj,71 m,panelová,,
Pronájem kanceláře 198 m²,"Žižkova, Hořice, okres Jičín",32 000 Kč/měsíc,kralovehradecky-kraj,kanceláře,cihlová,,198 m
Pronájem kanceláře 198 m²,"Žižkova, Hořice, okres Jičín",32 000 Kč/měsíc,kralovehradecky-kraj,kanceláře,cihlová,,
Prodej domu 117 m² s pozemkem 1 292 m²,"Vápenická, Vrchlabí, okres Trutnov",11 174 000 Kč,kralovehradecky-kraj,jiný,cihlová,1292 m,117 m
Prodej domu 230 m² s pozemkem 645 m²,"Rudník, okres Trutnov",4 990 000 Kč,kralovehradecky-kraj,osobní,cihlová,645 m,230 m
Prodej domu 117 m² s pozemkem 1 292 m²,"Vápenická, Vrchlabí, okres Trutnov",11 174 000 Kč,kralovehradecky-kraj,jiný,cihlová,1292 m,
Prodej domu 117 m² s pozemkem 1 292 m²,"Vápenická, Vrchlabí, okres Trutnov",11 174 000 Kč,kralovehradecky-kraj,jiný,cihlová,,117 m
Prodej domu 117 m² s pozemkem 1 292 m²,"Vápenická, Vrchlabí, okres Trutnov",11 174 000 Kč,kralovehradecky-kraj,jiný,cihlová,,
Prodej domu 230 m² s pozemkem 645 m²,"Rudník, okres Trutnov",4 990 000 Kč,kralovehradecky-kraj,osobní,cihlová,645 m,
Prodej domu 230 m² s pozemkem 645 m²,"Rudník, okres Trutnov",4 990 000 Kč,kralovehradecky-kraj,osobní,cihlová,,230 m
Prodej domu 230 m² s pozemkem 645 m²,"Rudník, okres Trutnov",4 990 000 Kč,kralovehradecky-kraj,osobní,cihlová,,
Prodej zemědělského objektu 150 m²,"Jičíněves - Žitětín, okres Jičín",4 650 000 Kč,kralovehradecky-kraj,osobní,smíšená,,150 m
Prodej zemědělského objektu 150 m²,"Jičíněves - Žitětín, okres Jičín",4 650 000 Kč,kralovehradecky-kraj,osobní,smíšená,,
Prodej restaurace 568 m²,"Studnice, okres Náchod",5 900 000 Kč,kralovehradecky-kraj,osobní,smíšená,,568 m
Pronájem skladovacích prostor 288 m²,"Bratří Štefanů, Hradec Králové - Slezské Předměstí",Cena na vyžádání,kralovehradecky-kraj,skladovací prostory,skeletová,288 m,288 m
Prodej restaurace 568 m²,"Studnice, okres Náchod",5 900 000 Kč,kralovehradecky-kraj,osobní,smíšená,,
Pronájem skladovacích prostor 288 m²,"Bratří Štefanů, Hradec Králové - Slezské Předměstí",Cena na vyžádání,kralovehradecky-kraj,skladovací prostory,skeletová,288 m,
Pronájem skladovacích prostor 288 m²,"Bratří Štefanů, Hradec Králové - Slezské Předměstí",Cena na vyžádání,kralovehradecky-kraj,skladovací prostory,skeletová,,288 m
Pronájem skladovacích prostor 288 m²,"Bratří Štefanů, Hradec Králové - Slezské Předměstí",Cena na vyžádání,kralovehradecky-kraj,skladovací prostory,skeletová,,
Pronájem ubytovacího objektu 20 m²,"Koutníkova, Hradec Králové - Plotiště nad Labem",3 500 Kč/měsíc,kralovehradecky-kraj,ubytovací objekty,dobrý stav,,20 m
Pronájem ubytovacího objektu 20 m²,"Koutníkova, Hradec Králové - Plotiště nad Labem",3 500 Kč/měsíc,kralovehradecky-kraj,ubytovací objekty,dobrý stav,,
Prodej komerčního objektu (jiného typu) 230 m²,"Rudník, okres Trutnov",4 990 000 Kč,kralovehradecky-kraj,osobní,cihlová,,230 m
Prodej komerčního objektu (jiného typu) 230 m²,"Rudník, okres Trutnov",4 990 000 Kč,kralovehradecky-kraj,osobní,cihlová,,
Prodej domu 191 m² s pozemkem 1 369 m²,"J. Masaryka, Malé Svatoňovice, okres Trutnov",9 455 000 Kč,kralovehradecky-kraj,jiný,cihlová,1369 m,191 m
Pronájem skladovacích prostor 7 047 m²,"Rychnovská, Solnice, okres Rychnov nad Kněžnou",Cena na vyžádání,kralovehradecky-kraj,skladovací prostory,smíšená,,7047 m
Prodej domu 191 m² s pozemkem 1 369 m²,"J. Masaryka, Malé Svatoňovice, okres Trutnov",9 455 000 Kč,kralovehradecky-kraj,jiný,cihlová,1369 m,
Prodej domu 191 m² s pozemkem 1 369 m²,"J. Masaryka, Malé Svatoňovice, okres Trutnov",9 455 000 Kč,kralovehradecky-kraj,jiný,cihlová,,191 m
Prodej domu 191 m² s pozemkem 1 369 m²,"J. Masaryka, Malé Svatoňovice, okres Trutnov",9 455 000 Kč,kralovehradecky-kraj,jiný,cihlová,,
Pronájem skladovacích prostor 7 047 m²,"Rychnovská, Solnice, okres Rychnov nad Kněžnou",Cena na vyžádání,kralovehradecky-kraj,skladovací prostory,smíšená,,
Pronájem ubytovacího objektu,"Třída Čsl. armády, Nový Bydžov, okres Hradec Králové",5 000 Kč/měsíc,kralovehradecky-kraj,osobní,cihlová,,
Pronájem bytu 2+1 91 m²,"Třída Čsl. armády, Nový Bydžov, okres Hradec Králové",9 000 Kč/měsíc,kralovehradecky-kraj,dobrý stav,cihlová,,91 m
Prodej pozemku 4 511 m²,"K Dolíkám, Hradec Králové - Svobodné Dvory",Cena na vyžádání,kralovehradecky-kraj,,osobní,,
Pronájem bytu 2+1 91 m²,"Třída Čsl. armády, Nový Bydžov, okres Hradec Králové",9 000 Kč/měsíc,kralovehradecky-kraj,dobrý stav,cihlová,,
Prodej chaty/chalupy 372 m² s pozemkem 8 542 m²,"Chotěvice, okres Trutnov",9 890 000 Kč,kralovehradecky-kraj,jiný,cihlová,8542 m,372 m
Prodej chaty/chalupy 372 m² s pozemkem 8 542 m²,"Chotěvice, okres Trutnov",9 890 000 Kč,kralovehradecky-kraj,jiný,cihlová,8542 m,
Prodej chaty/chalupy 372 m² s pozemkem 8 542 m²,"Chotěvice, okres Trutnov",9 890 000 Kč,kralovehradecky-kraj,jiný,cihlová,,372 m
Prodej chaty/chalupy 372 m² s pozemkem 8 542 m²,"Chotěvice, okres Trutnov",9 890 000 Kč,kralovehradecky-kraj,jiný,cihlová,,
Prodej pole 8 000 m²,"K Břízkám, Hradec Králové - Malšova Lhota",Cena na vyžádání,kralovehradecky-kraj,8000 m,osobní,,
Prodej pole 5 167 m²,"K Dolíkám, Hradec Králové - Svobodné Dvory",Cena na vyžádání,kralovehradecky-kraj,5167 m,osobní,,
Prodej bytu 1+1 40 m²,"Břevnická, Chotěboř, okres Havlíčkův Brod",2 190 000 Kč,kraj-vysocina,družstevní,panelová,,40 m
Prodej bytu 1+1 40 m²,"Břevnická, Chotěboř, okres Havlíčkův Brod",2 190 000 Kč,kraj-vysocina,družstevní,panelová,,
Pronájem obchodních prostor 351 m²,"Novoměstská, Žďár nad Sázavou - Žďár nad Sázavou 1",Cena na vyžádání,kraj-vysocina,osobní,smíšená,,351 m
Pronájem obchodních prostor 351 m²,"Novoměstská, Žďár nad Sázavou - Žďár nad Sázavou 1",Cena na vyžádání,kraj-vysocina,osobní,smíšená,,
Prodej domu 100 m² s pozemkem 1 312 m²,"Velká Chyška, okres Pelhřimov",990 000 Kč,kraj-vysocina,osobní,smíšená,1312 m,100 m
Prodej domu 100 m² s pozemkem 1 312 m²,"Velká Chyška, okres Pelhřimov",990 000 Kč,kraj-vysocina,osobní,smíšená,1312 m,
Prodej domu 100 m² s pozemkem 1 312 m²,"Velká Chyška, okres Pelhřimov",990 000 Kč,kraj-vysocina,osobní,smíšená,,100 m
Prodej domu 100 m² s pozemkem 1 312 m²,"Velká Chyška, okres Pelhřimov",990 000 Kč,kraj-vysocina,osobní,smíšená,,
Prodej domu 194 m² s pozemkem 738 m²,"Michalovice, okres Havlíčkův Brod",6 990 000 Kč,kraj-vysocina,osobní,cihlová,738 m,194 m
Prodej domu 158 m² s pozemkem 281 m²,"Boženy Němcové, Borohrádek, okres Rychnov nad Kněžnou",3 590 000 Kč,kralovehradecky-kraj,řadový,cihlová,281 m,158 m
Prodej domu 194 m² s pozemkem 738 m²,"Michalovice, okres Havlíčkův Brod",6 990 000 Kč,kraj-vysocina,osobní,cihlová,738 m,
Prodej domu 194 m² s pozemkem 738 m²,"Michalovice, okres Havlíčkův Brod",6 990 000 Kč,kraj-vysocina,osobní,cihlová,,194 m
Prodej domu 194 m² s pozemkem 738 m²,"Michalovice, okres Havlíčkův Brod",6 990 000 Kč,kraj-vysocina,osobní,cihlová,,
Prodej domu 158 m² s pozemkem 281 m²,"Boženy Němcové, Borohrádek, okres Rychnov nad Kněžnou",3 590 000 Kč,kralovehradecky-kraj,řadový,cihlová,281 m,
Prodej domu 158 m² s pozemkem 281 m²,"Boženy Němcové, Borohrádek, okres Rychnov nad Kněžnou",3 590 000 Kč,kralovehradecky-kraj,řadový,cihlová,,158 m
Prodej domu 158 m² s pozemkem 281 m²,"Boženy Němcové, Borohrádek, okres Rychnov nad Kněžnou",3 590 000 Kč,kralovehradecky-kraj,řadový,cihlová,,
Pronájem kanceláře 1 040 m²,"U Dlouhé stěny, Jihlava",75 000 Kč/měsíc,kraj-vysocina,osobní,cihlová,,1040 m
Pronájem kanceláře 1 040 m²,"U Dlouhé stěny, Jihlava",75 000 Kč/měsíc,kraj-vysocina,osobní,cihlová,,
Pronájem kanceláře 760 m²,"U Dlouhé stěny, Jihlava",68 000 Kč/měsíc,kraj-vysocina,osobní,cihlová,,760 m
Pronájem kanceláře 760 m²,"U Dlouhé stěny, Jihlava",68 000 Kč/měsíc,kraj-vysocina,osobní,cihlová,,
Pronájem bytu 2+1 55 m²,"Mikuláškova, Třebíč - Nové Dvory",10 000 Kč/měsíc,kraj-vysocina,osobní,panelová,,55 m
Pronájem bytu 2+1 55 m²,"Mikuláškova, Třebíč - Nové Dvory",10 000 Kč/měsíc,kraj-vysocina,osobní,panelová,,
Prodej domu 173 m² s pozemkem 610 m²,"Střítež, okres Jihlava",Cena na vyžádání,kraj-vysocina,v bloku,smíšená,610 m,173 m
Prodej domu 173 m² s pozemkem 610 m²,"Střítež, okres Jihlava",Cena na vyžádání,kraj-vysocina,v bloku,smíšená,610 m,
